NC Funcionário;ADMISSÃO;CARGO;DEMISSÃO;Tipo de Rescisão
234223;2020-08-14;Oficial de Manutenção;2021-01-04;Pedido
232718;2019-11-07;Oficial de Manutenção;2021-01-18;Demissão
234931;2020-11-18;Auxiliar de Movimentação;2021-01-02;Pedido antecipado do contrato experiência
227152;2018-06-15;Auxiliar de Movimentação;2021-01-11;Pedido
235818;2021-01-15;Auxiliar de Movimentação;2021-01-19;Pedido antecipado do contrato experiência
234254;2020-08-21;Eletricista;2021-01-05;Pedido
222560;2017-02-09;Supervisor Técnico;2021-01-05;Demissão
234619;2020-10-20;Auxiliar de Manutenção Mecânica;2021-01-12;Demissão Antec. Contrato Experiência
234979;2020-11-24;Eletricista;2021-01-07;Termino de Contrato
235051;2020-11-26;Oficial de Manutenção;2021-01-08;Demissão Antec. Contrato Experiência
235015;2020-11-24;Mecânico de Refrigeração;2021-01-07;Termino de Contrato
234511;2020-10-05;Eletricista;2021-01-18;Demissão
235115;2020-12-03;Eletromecânico;2021-01-16;Termino de Contrato
235209;2020-12-14;Eletricista;2021-01-20;Demissão Antec. Contrato Experiência
231331;2019-05-28;Auxiliar de Manutenção Elétrica;2021-01-05;Demissão
234328;2020-09-11;Eletricista;2021-01-04;Pedido
234766;2020-11-06;Auxiliar de Manutenção Geral;2021-01-04;Demissão Antec. Contrato Experiência
231706;2019-07-16;Auxiliar de Manutenção Elétrica;2021-01-15;Pedido
233822;2020-03-24;Eletricista C;2021-01-11;Pedido
234090;2020-07-21;Eletromecânico;2021-01-05;Pedido
234088;2020-07-21;Eletricista;2021-01-05;Pedido
234195;2020-08-11;Pintor;2021-01-09;Demissão
234196;2020-08-11;Pedreiro;2021-01-09;Demissão
234205;2020-08-11;Eletricista;2021-01-07;Demissão
234204;2020-08-11;Auxiliar de Manutenção Elétrica;2021-01-07;Demissão
234206;2020-08-11;Eletricista;2021-01-07;Demissão
234820;2020-11-06;Auxiliar de Expedição;2021-01-19;Pedido antecipado do contrato experiência
234394;2020-09-21;Preparador de Superfície;2021-01-08;Pedido
234818;2020-11-06;Auxiliar de Expedição;2021-01-04;Pedido antecipado do contrato experiência
235100;2020-12-03;Preparador de Superfície;2021-01-04;Pedido antecipado do contrato experiência
235856;2021-01-18;Preparador de Superfície;2021-01-18;Pedido antecipado do contrato experiência
234383;2020-09-21;Preparador de Superfície;2021-01-11;Pedido
234775;2020-11-06;Preparador de Superfície;2021-01-18;Pedido antecipado do contrato experiência
234366;2020-09-21;Preparador de Superfície;2021-01-19;Pedido
235101;2020-12-03;Preparador de Superfície;2021-01-07;Pedido antecipado do contrato experiência
234976;2020-11-21;Preparador de Superfície;2021-01-08;Pedido antecipado do contrato experiência
234600;2020-10-17;Preparador de Superfície;2021-01-14;Demissão
234964;2020-11-21;Preparador de Superfície;2021-01-04;Termino de Contrato
235222;2020-12-14;Auxiliar de Expedição;2021-01-19;Pedido antecipado do contrato experiência
234961;2020-11-21;Preparador de Superfície;2021-01-15;Pedido antecipado do contrato experiência
234373;2020-09-21;Operador de Produção II;2021-01-04;Pedido
235103;2020-12-03;Preparador de Superfície;2021-01-04;Pedido antecipado do contrato experiência
234635;2020-10-21;Preparador de Superfície;2021-01-21;Pedido
234809;2020-11-06;Auxiliar de Expedição;2021-01-04;Pedido antecipado do contrato experiência
234401;2020-09-21;Preparador de Superfície;2021-01-06;Pedido
234558;2020-10-13;Preparador de Superfície;2021-01-04;Pedido antecipado do contrato experiência
235104;2020-12-03;Operador de Produção I;2021-01-04;Pedido antecipado do contrato experiência
215661;2015-04-01;Gerente Comercial e Relacionamento;2021-01-12;Pedido
223932;2017-06-22;Diretor Técnico Adjunto;2021-01-20;Pedido
232690;2019-11-04;Aprendiz;2021-01-15;Termino de Contrato
234269;2020-08-25;Assistente de Planejamento;2021-01-29;Pedido
41036;2005-06-10;Supervisor de Serviços A;2021-01-19;Demissão
231628;2019-07-10;Auxiliar de Limpeza B;2021-01-04;Pedido
227831;2018-08-01;Auxiliar de Limpeza B;2021-01-19;Pedido
234284;2020-09-02;Auxiliar de Limpeza B;2021-01-02;Pedido
232803;2019-11-22;Auxiliar de Limpeza B;2021-01-21;Pedido
235062;2020-12-02;Auxiliar de Limpeza B;2021-01-04;Pedido antecipado do contrato experiência
234868;2020-11-12;Auxiliar de Limpeza B;2021-01-07;Pedido antecipado do contrato experiência
229936;2019-01-17;Auxiliar de Limpeza B;2021-01-21;Pedido
234729;2020-11-04;Auxiliar de Limpeza B;2021-01-04;Pedido antecipado do contrato experiência
235120;2020-12-04;Auxiliar de Limpeza B;2021-01-02;Pedido antecipado do contrato experiência
230854;2019-04-10;Auxiliar de Limpeza B;2021-01-12;Pedido
229446;2018-12-04;Auxiliar de Limpeza B;2021-01-15;Pedido
224777;2017-09-14;Auxiliar de Limpeza B;2021-01-06;Pedido
230907;2019-04-15;Auxiliar de Limpeza B;2021-01-07;Demissão
234149;2020-08-04;Auxiliar de Limpeza B;2021-01-04;Pedido
233721;2020-03-16;Copeira;2021-01-19;Demissão
234343;2020-09-15;Operador de Máquina;2021-01-04;Pedido
233925;2020-04-15;Auxiliar de Limpeza B;2021-01-04;Pedido
234103;2020-07-23;Auxiliar de Limpeza B;2021-01-04;Demissão
235232;2020-12-15;Auxiliar de Limpeza / Banheirista;2021-01-07;Pedido antecipado do contrato experiência
234256;2020-08-21;Auxiliar de Limpeza B;2021-01-18;Pedido
234890;2020-11-13;Auxiliar de Limpeza / Banheirista;2021-01-04;Pedido antecipado do contrato experiência
217338;2015-11-03;Auxiliar de Limpeza B;2021-01-02;Pedido
235254;2020-12-16;Auxiliar de Limpeza B;2021-01-02;Pedido antecipado do contrato experiência
235205;2020-12-14;Auxiliar de Limpeza B;2021-01-06;Demissão Antec. Contrato Experiência
230324;2019-02-22;Auxiliar de Limpeza B;2021-01-08;Pedido
234610;2020-10-20;Auxiliar de Limpeza B;2021-01-15;Demissão Antec. Contrato Experiência
227516;2018-06-25;Auxiliar de Limpeza B;2021-01-13;Pedido
228309;2018-08-15;Auxiliar de Limpeza / Banheirista;2021-01-12;Pedido
234502;2020-10-02;Auxiliar de Limpeza / Banheirista;2021-01-18;Pedido
234755;2020-11-04;Auxiliar de Limpeza B;2021-01-11;Pedido antecipado do contrato experiência
234855;2020-11-11;Encarregado de Serviços B;2021-01-13;Pedido antecipado do contrato experiência
234575;2020-10-13;Auxiliar de Limpeza B;2021-01-11;Demissão
234568;2020-10-13;Auxiliar de Limpeza B;2021-01-04;Pedido antecipado do contrato experiência
230839;2019-04-09;Auxiliar de Limpeza B;2021-01-19;Pedido
228389;2018-08-15;Auxiliar de Limpeza B;2021-01-12;Justa Causa
233457;2020-03-03;Auxiliar de Limpeza B;2021-01-11;Pedido
235093;2020-12-03;Auxiliar de Limpeza B;2021-01-11;Pedido antecipado do contrato experiência
234189;2020-08-10;Auxiliar de Limpeza B;2021-01-04;Pedido
234618;2020-10-20;Encarregado de Serviços B;2021-01-12;Demissão Antec. Contrato Experiência
234652;2020-10-22;Auxiliar de Limpeza B;2021-01-13;Justa Causa
234596;2020-10-16;Encarregado de Serviços B;2021-01-12;Demissão Antec. Contrato Experiência
234862;2020-11-12;Auxiliar de Limpeza B;2021-01-12;Pedido antecipado do contrato experiência
231302;2019-05-27;Auxiliar de Limpeza B;2021-01-04;Pedido
235215;2020-12-14;Auxiliar de Limpeza B;2021-01-19;Pedido antecipado do contrato experiência
234449;2020-09-25;Auxiliar de Limpeza B;2021-01-04;Demissão
228932;2018-10-19;Encarregado de Serviços B;2021-01-04;Pedido
234731;2020-11-04;Auxiliar de Limpeza B;2021-01-05;Pedido antecipado do contrato experiência
230885;2019-04-11;Operador de Roçadeira;2021-01-04;Pedido
234696;2020-10-27;Auxiliar de Limpeza B;2021-01-19;Demissão Antec. Contrato Experiência
232846;2019-12-02;Recepcionista B;2021-01-08;Pedido
235679;2021-01-08;Auxiliar de Limpeza B;2021-01-19;Pedido antecipado do contrato experiência
235831;2021-01-18;Auxiliar de Limpeza B;2021-01-19;Pedido antecipado do contrato experiência
235834;2021-01-18;Encarregado de Serviços B;2021-01-19;Pedido antecipado do contrato experiência
235532;2021-01-08;Auxiliar de Limpeza / Banheirista;2021-01-17;Pedido antecipado do contrato experiência
235869;2021-01-18;Auxiliar de Limpeza B;2021-01-19;Pedido antecipado do contrato experiência
235875;2021-01-18;Auxiliar de Limpeza B;2021-01-18;Pedido antecipado do contrato experiência
235830;2021-01-18;Encarregado de Serviços B;2021-01-18;Pedido antecipado do contrato experiência
235516;2021-01-08;Auxiliar de Limpeza B;2021-01-20;Pedido antecipado do contrato experiência
235371;2020-12-23;Coletor;2021-01-11;Demissão Antec. Contrato Experiência
235796;2021-01-14;Auxiliar de Limpeza B;2021-01-19;Pedido antecipado do contrato experiência
235294;2020-12-18;Auxiliar de Limpeza B;2021-01-12;Pedido antecipado do contrato experiência
234454;2020-09-28;Auxiliar de Limpeza B;2021-01-19;Pedido
234467;2020-09-28;Auxiliar de Limpeza / Banheirista;2021-01-04;Pedido
235896;2021-01-18;Auxiliar de Limpeza B;2021-01-18;Pedido antecipado do contrato experiência
231117;2019-05-07;Auxiliar Administrativo B;2021-01-19;Demissão
223230;2017-04-12;Assistente Administrativo;2021-01-08;Demissão
224973;2017-09-26;Mecânico de Refrigeração;2021-01-05;Justa Causa
222803;2017-03-03;Auxiliar de Limpeza B;2021-01-13;Falecimento
227814;2018-07-27;Oficial de Manutenção;2021-01-15;Pedido
234751;2020-11-04;Serralheiro;2021-01-19;Demissão Antec. Contrato Experiência
216270;2015-05-21;Auxiliar de Manutenção Mecânica;2021-01-04;Pedido
234717;2020-11-04;Auxiliar de Manutenção Geral;2021-01-04;Demissão Antec. Contrato Experiência
235195;2020-12-10;Analista de Manutenção;2021-01-04;Pedido antecipado do contrato experiência
229802;2019-01-07;Operador de Central de Automação;2021-01-17;Pedido
233373;2020-02-21;Auxiliar de Manutenção Geral;2021-01-04;Demissão
233010;2019-12-18;Auxiliar de Manutenção Mecânica;2021-01-05;Demissão
233289;2020-02-06;Mecânico de Refrigeração;2021-01-05;Demissão
230678;2019-03-26;Mecânico de Refrigeração;2021-01-06;Demissão
233009;2019-12-18;Auxiliar de Manutenção Mecânica;2021-01-05;Demissão
234690;2020-10-27;Auxiliar de Manutenção Mecânica;2021-01-18;Demissão Antec. Contrato Experiência
234102;2020-07-23;Mecânico de Manutenção;2021-01-07;Pedido
230880;2019-04-10;Mecânico de Refrigeração;2021-01-04;Demissão
233964;2020-05-05;Analista Administrativo;2021-01-29;Pedido
232251;2019-08-28;Supervisor de Serviços A;2021-01-05;Demissão
219519;2016-03-18;Coordenador Técnico B;2021-01-04;Pedido
232131;2019-08-12;Mecânico de Refrigeração;2021-01-05;Pedido
231838;2019-07-29;Auxiliar de Manutenção Elétrica;2021-01-04;Pedido
230223;2019-02-11;Operador de Central;2021-01-06;Pedido
232097;2019-08-07;Almoxarife;2021-01-18;Demissão
231909;2019-08-03;Assistente Administrativo;2021-01-12;Demissão
231919;2019-08-03;Almoxarife;2021-01-11;Pedido
234297;2020-09-04;Auxiliar de Manutenção Geral;2021-01-18;Pedido
231765;2019-07-23;Analista Financeiro Junior;2021-01-08;Demissão
234000;2020-06-12;Auxiliar de Manutenção Geral;2021-01-04;Pedido
232153;2019-08-15;Almoxarife;2021-01-06;Pedido
233861;2020-03-30;Fiscal Técnico;2021-01-04;Pedido
235001;2020-11-24;Auxiliar Administrativo A;2021-01-15;Pedido antecipado do contrato experiência
232948;2019-12-13;Encarregado Técnico;2021-01-15;Pedido
234879;2020-11-13;Auxiliar de Manutenção Geral;2021-01-05;Pedido antecipado do contrato experiência
234220;2020-08-14;Auxiliar de Manutenção Geral;2021-01-04;Pedido
235465;2021-01-05;Eletricista;2021-01-14;Pedido antecipado do contrato experiência
235429;2021-01-05;Oficial de Manutenção;2021-01-07;Pedido antecipado do contrato experiência
235633;2021-01-05;Eletromecânico;2021-01-07;Pedido antecipado do contrato experiência
215239;2015-02-07;Encarregado Técnico;2021-01-04;Pedido
233430;2020-02-24;Encarregado Técnico;2021-01-04;Demissão
233388;2020-02-24;Encarregado Técnico;2021-01-05;Justa Causa
233389;2020-02-24;Operador de Central de Automação;2021-01-05;Justa Causa
230172;2019-02-05;Auxiliar de Manutenção Geral;2021-01-14;Demissão
234943;2020-11-19;Auxiliar de Compras;2021-01-04;Pedido antecipado do contrato experiência
234047;2020-07-10;Auxiliar de Manutenção Geral;2021-01-07;Demissão
234647;2020-10-21;Eletricista;2021-01-13;Demissão Antec. Contrato Experiência
234648;2020-10-21;Eletricista;2021-01-04;Pedido antecipado do contrato experiência
235250;2020-12-16;Oficial de Manutenção;2021-01-07;Pedido antecipado do contrato experiência
234433;2020-09-25;Eletricista;2021-01-18;Demissão
231443;2019-06-14;Auxiliar de Manutenção Geral;2021-02-11;Pedido
230407;2019-03-06;Eletricista;2021-02-04;Pedido
231930;2019-08-05;Eletricista;2021-02-09;Pedido
206070;2010-07-20;Auxiliar Administrativo B;2021-02-11;Demissão
223161;2017-04-04;Eletromecânico;2021-02-05;Pedido
226043;2018-01-29;Oficial de Manutenção;2021-02-02;Pedido
233101;2020-01-16;Auxiliar de Manutenção Geral;2021-02-17;Demissão
235048;2020-11-26;Recepcionista B;2021-02-12;Pedido antecipado do contrato experiência
233104;2020-01-17;Hidráulico;2021-02-02;Demissão
230519;2019-03-15;1/2 Oficial de Manutenção;2021-02-02;Demissão
235247;2020-12-16;Oficial de Manutenção;2021-02-17;Demissão Antec. Contrato Experiência
231715;2019-07-19;Mecânico de Refrigeração;2021-02-10;Pedido
229358;2018-11-23;Aprendiz;2021-02-04;Termino de Contrato
223865;2017-06-12;Coordenador de Serviços A;2021-02-28;Pedido
231161;2019-05-13;Mecânico de Refrigeração;2021-02-05;Demissão
231325;2019-05-27;Eletricista;2021-02-05;Demissão
234212;2020-08-11;Eletricista;2021-02-17;Demissão
224901;2017-09-19;Operador de Efluentes;2021-02-10;Demissão
234880;2020-11-13;Oficial de Manutenção;2021-02-04;Demissão Antec. Contrato Experiência
234612;2020-10-20;Pintor;2021-02-04;Demissão
235198;2020-12-11;Pintor Industrial;2021-02-02;Demissão Antec. Contrato Experiência
231210;2019-05-16;Mecânico de Refrigeração;2021-02-12;Demissão
225661;2017-12-01;Eletricista;2021-02-01;Pedido
234863;2020-11-12;Oficial de Manutenção;2021-02-04;Pedido antecipado do contrato experiência
231714;2019-07-19;Oficial de Manutenção;2021-02-01;Pedido
223492;2017-05-04;Eletricista Líder;2021-02-03;Demissão
227167;2018-06-15;Auxiliar de Movimentação;2021-02-01;Pedido
227209;2018-06-15;Auxiliar de Movimentação;2021-02-05;Pedido
234057;2020-07-16;Auxiliar de Movimentação;2021-02-01;Justa Causa
230965;2019-04-18;Mecânico de Refrigeração;2021-02-05;Pedido
234540;2020-10-07;Oficial de Manutenção;2021-02-01;Pedido
235034;2020-11-25;Bombeiro Civíl Condutor;2021-02-01;Pedido antecipado do contrato experiência
232335;2019-09-02;Mecânico de Refrigeração;2021-02-17;Demissão
230817;2019-04-04;Eletricista;2021-02-02;Demissão
231635;2019-07-10;Eletricista;2021-02-03;Pedido
235064;2020-12-02;Eletricista;2021-02-09;Demissão Antec. Contrato Experiência
234969;2020-11-21;Preparador de Superfície;2021-02-05;Demissão Antec. Contrato Experiência
234977;2020-11-21;Preparador de Superfície;2021-02-01;Pedido antecipado do contrato experiência
234816;2020-11-06;Auxiliar de Expedição;2021-02-19;Justa Causa
234381;2020-09-21;Preparador de Superfície;2021-02-08;Pedido
234822;2020-11-06;Preparador de Superfície;2021-02-03;Termino de Contrato
234552;2020-10-13;Preparador de Superfície;2021-02-05;Demissão
234965;2020-11-21;Preparador de Superfície;2021-02-15;Demissão Antec. Contrato Experiência
234960;2020-11-21;Preparador de Superfície;2021-02-01;Pedido antecipado do contrato experiência
234821;2020-11-06;Preparador de Superfície;2021-02-03;Termino de Contrato
234784;2020-11-06;Operador de Produção I;2021-02-11;Pedido
234810;2020-11-06;Auxiliar de Expedição;2021-02-01;Justa Causa
234636;2020-10-21;Preparador de Superfície;2021-02-05;Demissão
234811;2020-11-06;Auxiliar de Expedição;2021-02-03;Termino de Contrato
234632;2020-10-21;Preparador de Superfície;2021-02-01;Pedido
234973;2020-11-21;Supervisor de Serviços B;2021-02-18;Termino de Contrato
234823;2020-11-06;Preparador de Superfície;2021-02-03;Termino de Contrato
234626;2020-10-21;Preparador de Superfície;2021-02-03;Pedido
234510;2020-10-02;Operador de Produção II;2021-02-01;Pedido
234966;2020-11-21;Operador de Produção II;2021-02-17;Demissão Antec. Contrato Experiência
234507;2020-10-02;Preparador de Superfície;2021-02-01;Justa Causa
236335;2021-02-11;Auxiliar de Expedição;2021-02-16;Pedido antecipado do contrato experiência
234377;2020-09-21;Operador de Produção I;2021-02-01;Pedido
234378;2020-09-21;Operador de Produção I;2021-02-01;Pedido
227469;2018-06-21;Gerente de Operações;2021-02-24;Pedido
232360;2019-09-06;Analista Comercial Junior;2021-02-12;Pedido
216300;2015-05-25;Especialista de Planejamento Soft Services Jr;2021-02-05;Pedido
232828;2019-11-26;Aprendiz;2021-02-09;Pedido antecipado do contrato experiência
232197;2019-08-23;Mecânico de Refrigeração;2021-02-05;Justa Causa
232505;2019-10-03;Auxiliar de Limpeza / Banheirista;2021-02-03;Demissão
231925;2019-08-05;Auxiliar de Limpeza / Banheirista;2021-02-15;Pedido
229279;2018-11-14;Auxiliar de Limpeza B;2021-02-20;Pedido
234250;2020-08-20;Auxiliar de Limpeza B;2021-02-10;Pedido
229021;2018-10-29;Auxiliar de Limpeza B;2021-02-01;Demissão
234271;2020-09-02;Auxiliar de Limpeza B;2021-02-01;Demissão
231036;2019-05-02;Auxiliar de Limpeza B;2021-02-10;Justa Causa
232819;2019-11-26;Auxiliar de Limpeza B;2021-02-01;Pedido
233985;2020-05-19;Auxiliar de Limpeza B;2021-02-01;Pedido
233979;2020-05-11;Auxiliar de Limpeza B;2021-02-01;Pedido
234867;2020-11-12;Auxiliar de Limpeza B;2021-02-17;Pedido
234887;2020-11-13;Operador de Máquina;2021-02-01;Demissão Antec. Contrato Experiência
232870;2019-12-03;Auxiliar de Limpeza B;2021-02-01;Demissão
234870;2020-11-12;Auxiliar de Limpeza B;2021-02-01;Demissão Antec. Contrato Experiência
234831;2020-11-10;Limpador de Vidros B;2021-02-01;Pedido antecipado do contrato experiência
235111;2020-12-03;Auxiliar de Limpeza B;2021-02-01;Pedido antecipado do contrato experiência
234884;2020-11-13;Limpador de Vidros B;2021-02-01;Pedido antecipado do contrato experiência
234832;2020-11-10;Encarregado de Serviços B;2021-02-01;Demissão Antec. Contrato Experiência
234536;2020-10-07;Auxiliar de Jardinagem;2021-02-08;Pedido
235206;2020-12-14;Auxiliar de Limpeza B;2021-02-01;Demissão Antec. Contrato Experiência
229263;2018-11-13;Auxiliar de Limpeza B;2021-02-04;Pedido
234026;2020-07-09;Auxiliar de Limpeza B;2021-02-01;Pedido
224835;2017-09-14;Auxiliar de Limpeza B;2021-02-01;Demissão
235972;2021-01-18;Auxiliar de Limpeza B;2021-02-15;Pedido antecipado do contrato experiência
224820;2017-09-14;Auxiliar de Limpeza B;2021-02-01;Demissão
224813;2017-09-14;Auxiliar de Limpeza B;2021-02-04;Demissão
224839;2017-09-14;Auxiliar de Limpeza B;2021-02-01;Demissão
224819;2017-09-14;Auxiliar de Limpeza B;2021-02-01;Demissão
224860;2017-09-14;Operador de Máquina;2021-02-01;Demissão
229155;2018-11-08;Jardineiro;2021-02-01;Pedido
233959;2020-05-05;Auxiliar de Limpeza B;2021-02-15;Demissão
233965;2020-05-05;Auxiliar de Limpeza B;2021-02-01;Pedido
236137;2021-01-26;Auxiliar de Limpeza B;2021-02-09;Pedido antecipado do contrato experiência
235808;2021-01-15;Auxiliar de Limpeza B;2021-02-08;Pedido antecipado do contrato experiência
234227;2020-08-14;Auxiliar de Limpeza B;2021-02-01;Pedido
233613;2020-03-09;Auxiliar de Limpeza B;2021-02-04;Pedido
235314;2020-12-22;Auxiliar de Limpeza B;2021-02-04;Termino de Contrato
232026;2019-08-07;Auxiliar de Limpeza B;2021-02-17;Demissão
231088;2019-05-06;Auxiliar de Limpeza B;2021-02-15;Pedido
234788;2020-11-06;Auxiliar de Limpeza B;2021-02-02;Pedido antecipado do contrato experiência
235296;2020-12-18;Auxiliar de Limpeza B;2021-02-10;Pedido antecipado do contrato experiência
235071;2020-12-02;Auxiliar de Limpeza B;2021-02-08;Pedido antecipado do contrato experiência
234998;2020-11-24;Auxiliar de Limpeza B;2021-02-16;Pedido antecipado do contrato experiência
233044;2020-01-06;Auxiliar de Limpeza B;2021-02-16;Demissão
235161;2020-12-08;Auxiliar de Limpeza B;2021-02-03;Pedido antecipado do contrato experiência
227995;2018-08-01;Auxiliar de Limpeza B;2021-02-26;Pedido
234414;2020-09-19;Auxiliar de Jardinagem;2021-02-05;Demissão
234495;2020-10-02;Auxiliar de Limpeza B;2021-02-15;Pedido
234411;2020-09-19;Jardineiro;2021-02-05;Demissão
234483;2020-10-02;Auxiliar de Jardinagem;2021-02-05;Demissão
234485;2020-10-02;Jardineiro;2021-02-05;Demissão
234446;2020-09-25;Jardineiro;2021-02-05;Demissão
235234;2020-12-15;Auxiliar de Limpeza B;2021-02-05;Demissão Antec. Contrato Experiência
235044;2020-11-25;Auxiliar de Limpeza B;2021-02-04;Demissão Antec. Contrato Experiência
234849;2020-11-11;Auxiliar de Limpeza B;2021-02-01;Pedido antecipado do contrato experiência
230349;2019-02-26;Auxiliar de Limpeza B;2021-02-03;Demissão
232242;2019-08-28;Recepcionista B;2021-02-04;Pedido
232547;2019-10-10;Copeira;2021-02-03;Demissão
235691;2021-01-08;Auxiliar de Limpeza B;2021-02-09;Pedido antecipado do contrato experiência
235290;2020-12-18;Encarregado de Serviços B;2021-02-17;Demissão Antec. Contrato Experiência
235478;2021-01-08;Auxiliar de Limpeza / Banheirista;2021-02-16;Pedido antecipado do contrato experiência
235643;2021-01-08;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235680;2021-01-08;Auxiliar de Limpeza / Banheirista;2021-02-17;Demissão Antec. Contrato Experiência
235681;2021-01-08;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235678;2021-01-08;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235479;2021-01-08;Auxiliar de Limpeza B;2021-02-11;Pedido antecipado do contrato experiência
235642;2021-01-08;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235321;2020-12-18;Supervisor de Serviços A;2021-02-08;Pedido antecipado do contrato experiência
235502;2021-01-08;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235271;2020-12-18;Encarregado de Serviços B;2021-02-12;Pedido antecipado do contrato experiência
235522;2021-01-08;Auxiliar de Limpeza B;2021-02-11;Pedido antecipado do contrato experiência
235540;2021-01-08;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235471;2021-01-08;Auxiliar de Limpeza B;2021-02-15;Pedido antecipado do contrato experiência
235740;2021-01-08;Auxiliar de Limpeza B;2021-02-08;Pedido antecipado do contrato experiência
235433;2021-01-06;Jardineiro;2021-02-17;Demissão Antec. Contrato Experiência
234898;2020-11-17;Auxiliar de Limpeza B;2021-02-14;Termino de Contrato
235384;2020-12-23;Auxiliar de Limpeza B;2021-02-05;Termino de Contrato
236096;2021-01-26;Auxiliar de Limpeza B;2021-02-15;Pedido antecipado do contrato experiência
235379;2020-12-23;Coletor;2021-02-04;Demissão Antec. Contrato Experiência
236055;2021-01-26;Auxiliar de Limpeza B;2021-02-16;Pedido antecipado do contrato experiência
236058;2021-01-26;Limpador de Vidros B;2021-02-10;Pedido antecipado do contrato experiência
236160;2021-01-26;Encarregado de Serviços B;2021-02-16;Demissão Antec. Contrato Experiência
236043;2021-01-26;Auxiliar de Limpeza B;2021-02-01;Pedido antecipado do contrato experiência
236085;2021-01-26;Auxiliar de Limpeza B;2021-02-01;Pedido antecipado do contrato experiência
236297;2021-02-09;Auxiliar de Limpeza B;2021-02-17;Pedido antecipado do contrato experiência
236296;2021-02-09;Auxiliar de Limpeza B;2021-02-16;Pedido antecipado do contrato experiência
236106;2021-01-26;Auxiliar de Limpeza B;2021-02-01;Pedido antecipado do contrato experiência
234909;2020-11-17;Auxiliar de Limpeza / Banheirista;2021-02-16;Demissão
234908;2020-11-17;Auxiliar de Limpeza B;2021-02-16;Demissão
235360;2020-12-22;Auxiliar de Limpeza B;2021-02-02;Demissão Antec. Contrato Experiência
235346;2020-12-22;Auxiliar de Limpeza B;2021-02-09;Pedido antecipado do contrato experiência
235353;2020-12-22;Auxiliar de Limpeza B;2021-02-01;Pedido antecipado do contrato experiência
236155;2021-01-26;Auxiliar de Limpeza B;2021-02-18;Pedido antecipado do contrato experiência
217021;2015-09-23;Encarregado Técnico;2021-02-08;Pedido
235727;2021-01-07;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235342;2020-12-22;Auxiliar de Limpeza B;2021-02-04;Termino de Contrato
234500;2020-10-02;Auxiliar de Limpeza B;2021-02-04;Demissão
235726;2021-01-07;Auxiliar de Limpeza B;2021-02-17;Demissão Antec. Contrato Experiência
235328;2020-12-21;Auxiliar de Limpeza B;2021-02-04;Demissão Antec. Contrato Experiência
234486;2020-10-02;Auxiliar de Limpeza B;2021-02-03;Demissão
223116;2017-03-28;Auxiliar de Limpeza B;2021-02-03;Demissão
235341;2020-12-22;Auxiliar de Limpeza B;2021-02-04;Termino de Contrato
222829;2017-03-03;Auxiliar de Limpeza B;2021-02-04;Demissão
226723;2018-04-10;Analista de Métodos e Ferramentas Sênior;2021-02-12;Pedido
234747;2020-11-04;Mecânico de Refrigeração;2021-02-01;Termino de Contrato
234708;2020-11-04;Auxiliar de Manutenção Elétrica;2021-02-01;Termino de Contrato
227016;2018-05-21;Oficial de Manutenção;2021-02-10;Demissão
234726;2020-11-04;Oficial de Manutenção;2021-02-08;Pedido
101996;2007-11-01;Encarregado Técnico;2021-02-05;Demissão
218184;2016-01-26;Eletricista;2021-02-10;Demissão
218217;2016-01-26;Eletricista;2021-02-14;Demissão
222219;2017-01-02;Auxiliar de Manutenção Elétrica;2021-02-17;Demissão
232829;2019-11-26;Aprendiz;2021-02-25;Termino de Contrato
236183;2021-02-02;Eletromecânico;2021-02-11;Pedido antecipado do contrato experiência
234842;2020-11-11;Auxiliar de Manutenção Geral;2021-02-15;Demissão
234878;2020-11-13;Pedreiro;2021-02-05;Pedido antecipado do contrato experiência
236175;2021-01-26;Pedreiro;2021-02-17;Demissão Antec. Contrato Experiência
235005;2020-11-24;Eletricista;2021-02-11;Demissão Antec. Contrato Experiência
234330;2020-09-11;Eletricista;2021-02-18;Justa Causa
234606;2020-10-20;Auxiliar de Manutenção Mecânica;2021-02-03;Pedido
231444;2019-06-14;Mecânico de Refrigeração;2021-02-10;Pedido
234157;2020-08-06;Oficial de Manutenção;2021-02-18;Justa Causa
233326;2020-02-17;Pintor;2021-02-10;Demissão
232109;2019-08-12;Assistente de Manutenção;2021-02-01;Demissão
231836;2019-07-29;Auxiliar de Manutenção Mecânica;2021-02-01;Demissão
232975;2019-12-16;Auxiliar de Manutenção Mecânica;2021-02-09;Demissão
212313;2014-02-03;Encarregado Técnico;2021-02-01;Demissão
231902;2019-08-03;Auxiliar Administrativo B;2021-02-01;Pedido
224628;2017-08-31;Analista de Mensageria;2021-02-11;Demissão
235500;2021-01-05;Auxiliar de Manutenção Elétrica;2021-02-12;Demissão Antec. Contrato Experiência
235458;2021-01-05;Eletromecânico;2021-02-12;Pedido antecipado do contrato experiência
